"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"West Hartford","0900382590","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",24.15
"West Hartford","0900382590","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.94
"West Hartford","0900382590","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",75.85
"West Hartford","0900382590","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.29
"West Haven","0900982870","2006-2010","All","All","Number","Margins of Error",759
"West Haven","0900982870","2006-2010","Living with One Parent","All","Number","Margins of Error",626.34
"West Haven","0900982870","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",268.38
"West Haven","0900982870","2006-2010","Living with Two Parents","All","Number","Margins of Error",697.26
"West Haven","0900982870","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",193.16
"West Haven","0900982870","2006-2010","All","All","Number","Non-Working Parents",11273
"West Haven","0900982870","2006-2010","Living with One Parent","All","Number","Non-Working Parents",4496
"West Haven","0900982870","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",683
"West Haven","0900982870","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",6777
"West Haven","0900982870","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",261
"West Haven","0900982870","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",39.88
"West Haven","0900982870","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",6.06
"West Haven","0900982870","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",60.12
"West Haven","0900982870","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",2.32
"West Haven","0900982870","2007-2011","All","All","Number","Margins of Error",702
"West Haven","0900982870","2007-2011","Living with One Parent","All","Number","Margins of Error",592.55
"West Haven","0900982870","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",220.42
"West Haven","0900982870","2007-2011","Living with Two Parents","All","Number","Margins of Error",742.19
"West Haven","0900982870","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",107.71
"West Haven","0900982870","2007-2011","All","All","Number","Non-Working Parents",11403
"West Haven","0900982870","2007-2011","Living with One Parent","All","Number","Non-Working Parents",4440
"West Haven","0900982870","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",483
"West Haven","0900982870","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",6963
"West Haven","0900982870","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",142
"West Haven","0900982870","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",38.94
"West Haven","0900982870","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.24
"West Haven","0900982870","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",61.06
"West Haven","0900982870","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.25
"West Haven","0900982870","2008-2012","All","All","Number","Margins of Error",670
"West Haven","0900982870","2008-2012","Living with One Parent","All","Number","Margins of Error",629.88
"West Haven","0900982870","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",176.56
"West Haven","0900982870","2008-2012","Living with Two Parents","All","Number","Margins of Error",678.2
"West Haven","0900982870","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",65.74
"West Haven","0900982870","2008-2012","All","All","Number","Non-Working Parents",11087
"West Haven","0900982870","2008-2012","Living with One Parent","All","Number","Non-Working Parents",4397
"West Haven","0900982870","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",349
"West Haven","0900982870","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",6690
"West Haven","0900982870","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",63
"West Haven","0900982870","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",39.66
"West Haven","0900982870","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.15
"West Haven","0900982870","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",60.34
"West Haven","0900982870","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.57
"West Haven","0900982870","2009-2013","All","All","Number","Margins of Error",710
"West Haven","0900982870","2009-2013","Living with One Parent","All","Number","Margins of Error",606.26
"West Haven","0900982870","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",97.78
"West Haven","0900982870","2009-2013","Living with Two Parents","All","Number","Margins of Error",756.34
"West Haven","0900982870","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",106.74
"West Haven","0900982870","2009-2013","All","All","Number","Non-Working Parents",11569
"West Haven","0900982870","2009-2013","Living with One Parent","All","Number","Non-Working Parents",4474
"West Haven","0900982870","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",139
"West Haven","0900982870","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",7095
"West Haven","0900982870","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",99
"West Haven","0900982870","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",38.67
"West Haven","0900982870","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.2
"West Haven","0900982870","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",61.33
"West Haven","0900982870","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.86
"West Haven","0900982870","2010-2014","All","All","Number","Margins of Error",606
"West Haven","0900982870","2010-2014","Living with One Parent","All","Number","Margins of Error",701.79
"West Haven","0900982870","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",105.67
"West Haven","0900982870","2010-2014","Living with Two Parents","All","Number","Margins of Error",813.49
"West Haven","0900982870","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",105.77
"West Haven","0900982870","2010-2014","All","All","Number","Non-Working Parents",11467
"West Haven","0900982870","2010-2014","Living with One Parent","All","Number","Non-Working Parents",4944
"West Haven","0900982870","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",211
"West Haven","0900982870","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",6523
"West Haven","0900982870","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",93
"West Haven","0900982870","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",43.12
"West Haven","0900982870","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.84
"West Haven","0900982870","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",56.88
"West Haven","0900982870","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.81
"West Haven","0900982870","2011-2015","All","All","Number","Margins of Error",698
"West Haven","0900982870","2011-2015","Living with One Parent","All","Number","Margins of Error",737.98
"West Haven","0900982870","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",172.26
"West Haven","0900982870","2011-2015","Living with Two Parents","All","Number","Margins of Error",802.75
"West Haven","0900982870","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",152.05
"West Haven","0900982870","2011-2015","All","All","Number","Non-Working Parents",11299
"West Haven","0900982870","2011-2015","Living with One Parent","All","Number","Non-Working Parents",4741
"West Haven","0900982870","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",318
"West Haven","0900982870","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",6558
"West Haven","0900982870","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",171
"West Haven","0900982870","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",41.96
"West Haven","0900982870","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.81
"West Haven","0900982870","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",58.04
"West Haven","0900982870","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.51
"West Haven","0900982870","2012-2016","All","All","Number","Margins of Error",645
"West Haven","0900982870","2012-2016","Living with One Parent","All","Number","Margins of Error",647.19
"West Haven","0900982870","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",181.32
"West Haven","0900982870","2012-2016","Living with Two Parents","All","Number","Margins of Error",756.26
"West Haven","0900982870","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",184.2
"West Haven","0900982870","2012-2016","All","All","Number","Non-Working Parents",10683
"West Haven","0900982870","2012-2016","Living with One Parent","All","Number","Non-Working Parents",4800
"West Haven","0900982870","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",450
"West Haven","0900982870","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",5883
"West Haven","0900982870","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",180
"West Haven","0900982870","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",44.93
"West Haven","0900982870","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.21
"West Haven","0900982870","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",55.07
"West Haven","0900982870","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.68
"West Haven","0900982870","2013-2017","All","All","Number","Margins of Error",735
"West Haven","0900982870","2013-2017","Living with One Parent","All","Number","Margins of Error",680.75
"West Haven","0900982870","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",222.75
"West Haven","0900982870","2013-2017","Living with Two Parents","All","Number","Margins of Error",834.46
"West Haven","0900982870","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",183.84
"West Haven","0900982870","2013-2017","All","All","Number","Non-Working Parents",10914
"West Haven","0900982870","2013-2017","Living with One Parent","All","Number","Non-Working Parents",5211
"West Haven","0900982870","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",602
"West Haven","0900982870","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",5703
"West Haven","0900982870","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",194
"West Haven","0900982870","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.07
"West Haven","0900982870","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"West Haven","0900982870","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",47.75
"West Haven","0900982870","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",5.52
"West Haven","0900982870","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",52.25
"West Haven","0900982870","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.78
"West Haven","0900982870","2014-2018","All","All","Number","Margins of Error",657
"West Haven","0900982870","2014-2018","Living with One Parent","All","Number","Margins of Error",695.75
"West Haven","0900982870","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",300.73
"West Haven","0900982870","2014-2018","Living with Two Parents","All","Number","Margins of Error",614.21
"West Haven","0900982870","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",122.33
"West Haven","0900982870","2014-2018","All","All","Number","Non-Working Parents",10541
"West Haven","0900982870","2014-2018","Living with One Parent","All","Number","Non-Working Parents",5352
"West Haven","0900982870","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",776
"West Haven","0900982870","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",5189
"West Haven","0900982870","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",114
"West Haven","0900982870","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"West Haven","0900982870","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",50.77
"West Haven","0900982870","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",7.36
"West Haven","0900982870","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",49.23
"West Haven","0900982870","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.08
"West Haven","0900982870","2015-2019","All","All","Number","Margins of Error",787
"West Haven","0900982870","2015-2019","Living with One Parent","All","Number","Margins of Error",710.86
"West Haven","0900982870","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",342.56
"West Haven","0900982870","2015-2019","Living with Two Parents","All","Number","Margins of Error",654.56
"West Haven","0900982870","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",106.45
"West Haven","0900982870","2015-2019","All","All","Number","Non-Working Parents",10160
"West Haven","0900982870","2015-2019","Living with One Parent","All","Number","Non-Working Parents",4659
"West Haven","0900982870","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",815
"West Haven","0900982870","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",5501
"West Haven","0900982870","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",85
"West Haven","0900982870","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.06
"West Haven","0900982870","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"West Haven","0900982870","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.05
"West Haven","0900982870","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"West Haven","0900982870","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",45.86
"West Haven","0900982870","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",8.02
"West Haven","0900982870","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",54.14
"West Haven","0900982870","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.84
"Westbrook","0900781680","2006-2010","All","All","Number","Margins of Error",158
"Westbrook","0900781680","2006-2010","Living with One Parent","All","Number","Margins of Error",154.18
"Westbrook","0900781680","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",224.25
"Westbrook","0900781680","2006-2010","Living with Two Parents","All","Number","Margins of Error",215.23
"Westbrook","0900781680","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",173.95
"Westbrook","0900781680","2006-2010","All","All","Number","Non-Working Parents",1394
"Westbrook","0900781680","2006-2010","Living with One Parent","All","Number","Non-Working Parents",340
"Westbrook","0900781680","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",44
"Westbrook","0900781680","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",1054
"Westbrook","0900781680","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.11
"Westbrook","0900781680","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.16
"Westbrook","0900781680","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.13
"Westbrook","0900781680","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.12
"Westbrook","0900781680","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",24.39
"Westbrook","0900781680","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.16
"Westbrook","0900781680","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",75.61
"Westbrook","0900781680","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2007-2011","All","All","Number","Margins of Error",147
"Westbrook","0900781680","2007-2011","Living with One Parent","All","Number","Margins of Error",190.71
"Westbrook","0900781680","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",172.86
"Westbrook","0900781680","2007-2011","Living with Two Parents","All","Number","Margins of Error",178.92
"Westbrook","0900781680","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",130.11
"Westbrook","0900781680","2007-2011","All","All","Number","Non-Working Parents",1372
"Westbrook","0900781680","2007-2011","Living with One Parent","All","Number","Non-Working Parents",407
"Westbrook","0900781680","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",41
"Westbrook","0900781680","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",965
"Westbrook","0900781680","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.14
"Westbrook","0900781680","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.13
"Westbrook","0900781680","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.11
"Westbrook","0900781680","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.09
"Westbrook","0900781680","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",29.66
"Westbrook","0900781680","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.99
"Westbrook","0900781680","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",70.34
"Westbrook","0900781680","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2008-2012","All","All","Number","Margins of Error",171
"Westbrook","0900781680","2008-2012","Living with One Parent","All","Number","Margins of Error",130.12
"Westbrook","0900781680","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",71.36
"Westbrook","0900781680","2008-2012","Living with Two Parents","All","Number","Margins of Error",171.12
"Westbrook","0900781680","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2008-2012","All","All","Number","Non-Working Parents",1171
"Westbrook","0900781680","2008-2012","Living with One Parent","All","Number","Non-Working Parents",276
"Westbrook","0900781680","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",35
"Westbrook","0900781680","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",895
"Westbrook","0900781680","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.11
"Westbrook","0900781680","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.06
"Westbrook","0900781680","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.09
"Westbrook","0900781680","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"Westbrook","0900781680","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",23.57
"Westbrook","0900781680","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.99
"Westbrook","0900781680","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",76.43
"Westbrook","0900781680","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2009-2013","All","All","Number","Margins of Error",159
"Westbrook","0900781680","2009-2013","Living with One Parent","All","Number","Margins of Error",127.14
"Westbrook","0900781680","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",54.62
"Westbrook","0900781680","2009-2013","Living with Two Parents","All","Number","Margins of Error",157.89
"Westbrook","0900781680","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2009-2013","All","All","Number","Non-Working Parents",1116
"Westbrook","0900781680","2009-2013","Living with One Parent","All","Number","Non-Working Parents",223
"Westbrook","0900781680","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",29
"Westbrook","0900781680","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",893
"Westbrook","0900781680","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.11
"Westbrook","0900781680","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Westbrook","0900781680","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.08
"Westbrook","0900781680","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.02
"Westbrook","0900781680","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",19.98
"Westbrook","0900781680","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.6
"Westbrook","0900781680","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",80.02
"Westbrook","0900781680","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2010-2014","All","All","Number","Margins of Error",201
"Westbrook","0900781680","2010-2014","Living with One Parent","All","Number","Margins of Error",117.24
"Westbrook","0900781680","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",49.67
"Westbrook","0900781680","2010-2014","Living with Two Parents","All","Number","Margins of Error",180.07
"Westbrook","0900781680","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2010-2014","All","All","Number","Non-Working Parents",953
"Westbrook","0900781680","2010-2014","Living with One Parent","All","Number","Non-Working Parents",183
"Westbrook","0900781680","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",12
"Westbrook","0900781680","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",770
"Westbrook","0900781680","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.12
"Westbrook","0900781680","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Westbrook","0900781680","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.08
"Westbrook","0900781680","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Westbrook","0900781680","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",19.2
"Westbrook","0900781680","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.26
"Westbrook","0900781680","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",80.8
"Westbrook","0900781680","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2011-2015","All","All","Number","Margins of Error",187
"Westbrook","0900781680","2011-2015","Living with One Parent","All","Number","Margins of Error",120.21
"Westbrook","0900781680","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",34
"Westbrook","0900781680","2011-2015","Living with Two Parents","All","Number","Margins of Error",159.3
"Westbrook","0900781680","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2011-2015","All","All","Number","Non-Working Parents",873
"Westbrook","0900781680","2011-2015","Living with One Parent","All","Number","Non-Working Parents",185
"Westbrook","0900781680","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",688
"Westbrook","0900781680","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.13
"Westbrook","0900781680","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.04
"Westbrook","0900781680","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.07
"Westbrook","0900781680","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Westbrook","0900781680","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",21.19
"Westbrook","0900781680","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",78.81
"Westbrook","0900781680","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2012-2016","All","All","Number","Margins of Error",180
"Westbrook","0900781680","2012-2016","Living with One Parent","All","Number","Margins of Error",84.72
"Westbrook","0900781680","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",34
"Westbrook","0900781680","2012-2016","Living with Two Parents","All","Number","Margins of Error",175.24
"Westbrook","0900781680","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",24.04
"Westbrook","0900781680","2012-2016","All","All","Number","Non-Working Parents",793
"Westbrook","0900781680","2012-2016","Living with One Parent","All","Number","Non-Working Parents",121
"Westbrook","0900781680","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",672
"Westbrook","0900781680","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Westbrook","0900781680","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.1
"Westbrook","0900781680","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.04
"Westbrook","0900781680","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.11
"Westbrook","0900781680","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Westbrook","0900781680","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",15.26
"Westbrook","0900781680","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",84.74
"Westbrook","0900781680","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Westbrook","0900781680","2013-2017","All","All","Number","Margins of Error",210
"Westbrook","0900781680","2013-2017","Living with One Parent","All","Number","Margins of Error",73.08
