"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Somers","0901369220","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Somers","0901369220","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.05
"Somers","0901369220","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Somers","0901369220","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.05
"Somers","0901369220","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Somers","0901369220","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",13.85
"Somers","0901369220","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.33
"Somers","0901369220","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",86.15
"Somers","0901369220","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Somers","0901369220","2009-2013","All","All","Number","Margin of Error",240.09
"Somers","0901369220","2009-2013","Living with One Parent","All","Number","Margin of Error",177.63
"Somers","0901369220","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",36.17
"Somers","0901369220","2009-2013","Living with Two Parents","All","Number","Margin of Error",218.16
"Somers","0901369220","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Somers","0901369220","2009-2013","All","All","Number","Non-Working Parents",2202
"Somers","0901369220","2009-2013","Living with One Parent","All","Number","Non-Working Parents",454
"Somers","0901369220","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",12
"Somers","0901369220","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",1748
"Somers","0901369220","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Somers","0901369220","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.08
"Somers","0901369220","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Somers","0901369220","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.05
"Somers","0901369220","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Somers","0901369220","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",20.62
"Somers","0901369220","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.54
"Somers","0901369220","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",79.38
"Somers","0901369220","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Somers","0901369220","2010-2014","All","All","Number","Margin of Error",235.36
"Somers","0901369220","2010-2014","Living with One Parent","All","Number","Margin of Error",148.45
"Somers","0901369220","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",36.17
"Somers","0901369220","2010-2014","Living with Two Parents","All","Number","Margin of Error",231.04
"Somers","0901369220","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Somers","0901369220","2010-2014","All","All","Number","Non-Working Parents",2063
"Somers","0901369220","2010-2014","Living with One Parent","All","Number","Non-Working Parents",452
"Somers","0901369220","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",14
"Somers","0901369220","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",1611
"Somers","0901369220","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Somers","0901369220","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.07
"Somers","0901369220","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Somers","0901369220","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.07
"Somers","0901369220","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Somers","0901369220","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",21.91
"Somers","0901369220","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.68
"Somers","0901369220","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",78.09
"Somers","0901369220","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Somers","0901369220","2011-2015","All","All","Number","Margin of Error",233.95
"Somers","0901369220","2011-2015","Living with One Parent","All","Number","Margin of Error",156.54
"Somers","0901369220","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",35.76
"Somers","0901369220","2011-2015","Living with Two Parents","All","Number","Margin of Error",209.27
"Somers","0901369220","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Somers","0901369220","2011-2015","All","All","Number","Non-Working Parents",2037
"Somers","0901369220","2011-2015","Living with One Parent","All","Number","Non-Working Parents",506
"Somers","0901369220","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",13
"Somers","0901369220","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",1531
"Somers","0901369220","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Somers","0901369220","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.07
"Somers","0901369220","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Somers","0901369220","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.06
"Somers","0901369220","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Somers","0901369220","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",24.84
"Somers","0901369220","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.64
"Somers","0901369220","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",75.16
"Somers","0901369220","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Southbury","0900969640","2006-2010","All","All","Number","Margin of Error",482.22
"Southbury","0900969640","2006-2010","Living with One Parent","All","Number","Margin of Error",199.1
"Southbury","0900969640","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",253.83
"Southbury","0900969640","2006-2010","Living with Two Parents","All","Number","Margin of Error",432.12
"Southbury","0900969640","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",150.66
"Southbury","0900969640","2006-2010","All","All","Number","Non-Working Parents",3915
"Southbury","0900969640","2006-2010","Living with One Parent","All","Number","Non-Working Parents",448
"Southbury","0900969640","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",105
"Southbury","0900969640","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",3467
"Southbury","0900969640","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",69
"Southbury","0900969640","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.05
"Southbury","0900969640","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.06
"Southbury","0900969640","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.02
"Southbury","0900969640","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.04
"Southbury","0900969640","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",11.44
"Southbury","0900969640","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.68
"Southbury","0900969640","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",88.56
"Southbury","0900969640","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.76
"Southbury","0900969640","2007-2011","All","All","Number","Margin of Error",383.08
"Southbury","0900969640","2007-2011","Living with One Parent","All","Number","Margin of Error",184.18
"Southbury","0900969640","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",184
"Southbury","0900969640","2007-2011","Living with Two Parents","All","Number","Margin of Error",345.45
"Southbury","0900969640","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",96.17
"Southbury","0900969640","2007-2011","All","All","Number","Non-Working Parents",3745
"Southbury","0900969640","2007-2011","Living with One Parent","All","Number","Non-Working Parents",485
"Southbury","0900969640","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Southbury","0900969640","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",3260
"Southbury","0900969640","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",19
"Southbury","0900969640","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.05
"Southbury","0900969640","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.05
"Southbury","0900969640","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.02
"Southbury","0900969640","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.03
"Southbury","0900969640","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",12.95
"Southbury","0900969640","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Southbury","0900969640","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",87.05
"Southbury","0900969640","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.51
"Southbury","0900969640","2008-2012","All","All","Number","Margin of Error",415.27
"Southbury","0900969640","2008-2012","Living with One Parent","All","Number","Margin of Error",164.17
"Southbury","0900969640","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",38
"Southbury","0900969640","2008-2012","Living with Two Parents","All","Number","Margin of Error",406.51
"Southbury","0900969640","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",25.5
"Southbury","0900969640","2008-2012","All","All","Number","Non-Working Parents",4068
"Southbury","0900969640","2008-2012","Living with One Parent","All","Number","Non-Working Parents",590
"Southbury","0900969640","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Southbury","0900969640","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",3478
"Southbury","0900969640","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",12
"Southbury","0900969640","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.04
"Southbury","0900969640","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.05
"Southbury","0900969640","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",14.5
"Southbury","0900969640","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Southbury","0900969640","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",85.5
"Southbury","0900969640","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.29
"Southbury","0900969640","2009-2013","All","All","Number","Margin of Error",402.85
"Southbury","0900969640","2009-2013","Living with One Parent","All","Number","Margin of Error",211.6
"Southbury","0900969640","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",56.3
"Southbury","0900969640","2009-2013","Living with Two Parents","All","Number","Margin of Error",405.94
"Southbury","0900969640","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Southbury","0900969640","2009-2013","All","All","Number","Non-Working Parents",4115
"Southbury","0900969640","2009-2013","Living with One Parent","All","Number","Non-Working Parents",662
"Southbury","0900969640","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",61
"Southbury","0900969640","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",3453
"Southbury","0900969640","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Southbury","0900969640","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.05
"Southbury","0900969640","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.05
"Southbury","0900969640","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",16.09
"Southbury","0900969640","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.48
"Southbury","0900969640","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",83.91
"Southbury","0900969640","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Southbury","0900969640","2010-2014","All","All","Number","Margin of Error",432.06
"Southbury","0900969640","2010-2014","Living with One Parent","All","Number","Margin of Error",326.38
"Southbury","0900969640","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",238.2
"Southbury","0900969640","2010-2014","Living with Two Parents","All","Number","Margin of Error",418.82
"Southbury","0900969640","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Southbury","0900969640","2010-2014","All","All","Number","Non-Working Parents",4182
"Southbury","0900969640","2010-2014","Living with One Parent","All","Number","Non-Working Parents",897
"Southbury","0900969640","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",227
"Southbury","0900969640","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",3285
"Southbury","0900969640","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Southbury","0900969640","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.07
"Southbury","0900969640","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.06
"Southbury","0900969640","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.06
"Southbury","0900969640","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",21.45
"Southbury","0900969640","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",5.43
"Southbury","0900969640","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",78.55
"Southbury","0900969640","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Southbury","0900969640","2011-2015","All","All","Number","Margin of Error",440.57
"Southbury","0900969640","2011-2015","Living with One Parent","All","Number","Margin of Error",393.81
"Southbury","0900969640","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",305.26
"Southbury","0900969640","2011-2015","Living with Two Parents","All","Number","Margin of Error",347.32
"Southbury","0900969640","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",26.87
"Southbury","0900969640","2011-2015","All","All","Number","Non-Working Parents",4208
"Southbury","0900969640","2011-2015","Living with One Parent","All","Number","Non-Working Parents",1090
"Southbury","0900969640","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",363
"Southbury","0900969640","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",3118
"Southbury","0900969640","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Southbury","0900969640","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.09
"Southbury","0900969640","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.07
"Southbury","0900969640","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.03
"Southbury","0900969640","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southbury","0900969640","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",25.9
"Southbury","0900969640","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",8.63
"Southbury","0900969640","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",74.1
"Southbury","0900969640","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Southington","0900370550","2006-2010","All","All","Number","Margin of Error",482.69
"Southington","0900370550","2006-2010","Living with One Parent","All","Number","Margin of Error",352.78
"Southington","0900370550","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",174.77
"Southington","0900370550","2006-2010","Living with Two Parents","All","Number","Margin of Error",493.24
"Southington","0900370550","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",78.75
"Southington","0900370550","2006-2010","All","All","Number","Non-Working Parents",9381
"Southington","0900370550","2006-2010","Living with One Parent","All","Number","Non-Working Parents",1688
"Southington","0900370550","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",262
"Southington","0900370550","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",7693
"Southington","0900370550","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",108
"Southington","0900370550","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.04
"Southington","0900370550","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Southington","0900370550","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.03
"Southington","0900370550","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",17.99
"Southington","0900370550","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.79
"Southington","0900370550","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",82.01
"Southington","0900370550","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.15
"Southington","0900370550","2007-2011","All","All","Number","Margin of Error",499.48
"Southington","0900370550","2007-2011","Living with One Parent","All","Number","Margin of Error",313.93
"Southington","0900370550","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",133.5
"Southington","0900370550","2007-2011","Living with Two Parents","All","Number","Margin of Error",487.32
"Southington","0900370550","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",98.23
"Southington","0900370550","2007-2011","All","All","Number","Non-Working Parents",9165
"Southington","0900370550","2007-2011","Living with One Parent","All","Number","Non-Working Parents",1539
"Southington","0900370550","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",188
"Southington","0900370550","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",7626
"Southington","0900370550","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",128
"Southington","0900370550","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.03
"Southington","0900370550","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.03
"Southington","0900370550","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",16.79
"Southington","0900370550","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.05
"Southington","0900370550","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",83.21
"Southington","0900370550","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",1.4
"Southington","0900370550","2008-2012","All","All","Number","Margin of Error",558.73
"Southington","0900370550","2008-2012","Living with One Parent","All","Number","Margin of Error",315.41
"Southington","0900370550","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",82.49
"Southington","0900370550","2008-2012","Living with Two Parents","All","Number","Margin of Error",500.85
"Southington","0900370550","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",31.06
"Southington","0900370550","2008-2012","All","All","Number","Non-Working Parents",9305
"Southington","0900370550","2008-2012","Living with One Parent","All","Number","Non-Working Parents",1595
"Southington","0900370550","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",150
"Southington","0900370550","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",7710
"Southington","0900370550","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",10
"Southington","0900370550","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.03
"Southington","0900370550","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.02
"Southington","0900370550","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"Southington","0900370550","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",17.14
"Southington","0900370550","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.61
"Southington","0900370550","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",82.86
"Southington","0900370550","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.11
"Southington","0900370550","2009-2013","All","All","Number","Margin of Error",532.13
"Southington","0900370550","2009-2013","Living with One Parent","All","Number","Margin of Error",349.8
"Southington","0900370550","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",77.49
"Southington","0900370550","2009-2013","Living with Two Parents","All","Number","Margin of Error",528.47
"Southington","0900370550","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",30.23
"Southington","0900370550","2009-2013","All","All","Number","Non-Working Parents",9141
"Southington","0900370550","2009-2013","Living with One Parent","All","Number","Non-Working Parents",1730
"Southington","0900370550","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",109
"Southington","0900370550","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",7411
"Southington","0900370550","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",11
"Southington","0900370550","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.04
"Southington","0900370550","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.03
"Southington","0900370550","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"Southington","0900370550","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",18.93
"Southington","0900370550","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.19
"Southington","0900370550","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",81.07
"Southington","0900370550","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.12
"Southington","0900370550","2010-2014","All","All","Number","Margin of Error",584.97
"Southington","0900370550","2010-2014","Living with One Parent","All","Number","Margin of Error",332.42
"Southington","0900370550","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",75.54
"Southington","0900370550","2010-2014","Living with Two Parents","All","Number","Margin of Error",567.11
"Southington","0900370550","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",30.23
"Southington","0900370550","2010-2014","All","All","Number","Non-Working Parents",9338
"Southington","0900370550","2010-2014","Living with One Parent","All","Number","Non-Working Parents",1960
"Southington","0900370550","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",90
"Southington","0900370550","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",7378
"Southington","0900370550","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",11
"Southington","0900370550","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.03
"Southington","0900370550","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.04
"Southington","0900370550","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"Southington","0900370550","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",20.99
"Southington","0900370550","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.96
"Southington","0900370550","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",79.01
"Southington","0900370550","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.12
"Southington","0900370550","2011-2015","All","All","Number","Margin of Error",600.96
"Southington","0900370550","2011-2015","Living with One Parent","All","Number","Margin of Error",372.23
"Southington","0900370550","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",57.45
"Southington","0900370550","2011-2015","Living with Two Parents","All","Number","Margin of Error",572.55
"Southington","0900370550","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",37.54
"Southington","0900370550","2011-2015","All","All","Number","Non-Working Parents",9140
"Southington","0900370550","2011-2015","Living with One Parent","All","Number","Non-Working Parents",1733
"Southington","0900370550","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",46
"Southington","0900370550","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",7407
"Southington","0900370550","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",21
"Southington","0900370550","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.04
"Southington","0900370550","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.01
"Southington","0900370550","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.03
"Southington","0900370550","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0
"Southington","0900370550","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",18.96
"Southington","0900370550","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.5
"Southington","0900370550","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",81.04
"Southington","0900370550","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.23
"South Windsor","0900371390","2006-2010","All","All","Number","Margin of Error",407.33
"South Windsor","0900371390","2006-2010","Living with One Parent","All","Number","Margin of Error",271.54
"South Windsor","0900371390","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",188.2
"South Windsor","0900371390","2006-2010","Living with Two Parents","All","Number","Margin of Error",428.39
"South Windsor","0900371390","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",130.3
"South Windsor","0900371390","2006-2010","All","All","Number","Non-Working Parents",6176
"South Windsor","0900371390","2006-2010","Living with One Parent","All","Number","Non-Working Parents",1045
"South Windsor","0900371390","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",85
"South Windsor","0900371390","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",5131
"South Windsor","0900371390","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",27
"South Windsor","0900371390","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.03
"South Windsor","0900371390","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"South Windsor","0900371390","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",16.92
"South Windsor","0900371390","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.38
"South Windsor","0900371390","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",83.08
"South Windsor","0900371390","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.44
"South Windsor","0900371390","2007-2011","All","All","Number","Margin of Error",436.32
"South Windsor","0900371390","2007-2011","Living with One Parent","All","Number","Margin of Error",273.18
"South Windsor","0900371390","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",143.47
"South Windsor","0900371390","2007-2011","Living with Two Parents","All","Number","Margin of Error",449.78
"South Windsor","0900371390","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",130.11
"South Windsor","0900371390","2007-2011","All","All","Number","Non-Working Parents",6143
"South Windsor","0900371390","2007-2011","Living with One Parent","All","Number","Non-Working Parents",1033
"South Windsor","0900371390","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",66
"South Windsor","0900371390","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",5110
"South Windsor","0900371390","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"South Windsor","0900371390","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"South Windsor","0900371390","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.04
"South Windsor","0900371390","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"South Windsor","0900371390","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",16.82
"South Windsor","0900371390","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.07
"South Windsor","0900371390","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",83.18
"South Windsor","0900371390","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"South Windsor","0900371390","2008-2012","All","All","Number","Margin of Error",438.87
"South Windsor","0900371390","2008-2012","Living with One Parent","All","Number","Margin of Error",242.44
